,year,co2,gdp
9600,2015,30.266,123040268288.0
9601,2016,29.88,124551503872.0
9602,2017,30.486,126940405760.0
9603,2018,29.997,130322096128.0
9604,1928,3.125,19701835776.0
9605,1929,3.55,22851569664.0
9606,1930,3.972,23884800000.0
9607,1931,3.938,25325406208.0
9608,1932,4.001,23783802880.0
9609,1933,4.664,26900443136.0
9610,1934,5.792,27533285376.0
9611,1935,5.935,28098762752.0
9612,1936,5.865,33426755584.0
9613,1937,4.246,34553851904.0
9614,1938,4.634,37588344832.0
9615,1939,4.905,40709509120.0
9616,1940,5.469,38243864576.0
9617,1941,5.619,34797252608.0
9618,1942,4.946,36296781824.0
9619,1943,6.118,32965632000.0
9620,1944,7.023,31532032000.0
9621,1945,7.089,27283079168.0
9622,1946,7.023,35219283968.0
9623,1947,7.477,37214101504.0
9624,1948,7.7,42287288320.0
9625,1949,7.968,40153763840.0
9626,1950,9.488,43911888896.0
9627,1951,10.184,49817800704.0
9628,1952,10.474,56078376960.0
9629,1953,12.965,62669766656.0
9630,1954,13.433,61217099776.0
9631,1955,13.619,66494148608.0
9632,1956,14.359,69084528640.0
9633,1957,15.97,74959142912.0
9634,1958,16.035,78801428480.0
9635,1959,17.192,82888105984.0
9636,1960,16.799,85808267264.0
9637,1961,17.341,87728586752.0
9638,1962,21.605,93596082176.0
9639,1963,22.64,102938107904.0
9640,1964,26.303,107828076544.0
9641,1965,27.353,111220449280.0
9642,1966,31.506,124959744000.0
9643,1967,33.479,131273064448.0
9644,1968,36.265,140827131904.0
9645,1969,38.753,149141520384.0
9646,1970,42.579,157265362944.0
9647,1971,47.638,172474531840.0
9648,1972,53.722,184802770944.0
9649,1973,59.31,194442379264.0
9650,1974,60.929,211512786944.0
9651,1975,65.419,231789920256.0
9652,1976,73.359,253392355328.0
9653,1977,81.121,265743925248.0
9654,1978,76.714,274794561536.0
9655,1979,75.038,274002526208.0
9656,1980,75.212,273441193984.0
9657,1981,79.186,286816305152.0
9658,1982,86.21,302868955136.0
9659,1983,89.812,315758772224.0
9660,1984,94.906,335720513536.0
9661,1985,105.662,354837200896.0
9662,1986,115.618,381728489472.0
9663,1987,128.442,417316012032.0
9664,1988,124.728,435876986880.0
9665,1989,137.57,443256143872.0
9666,1990,151.665,486761168896.0
9667,1991,158.141,499938033664.0
9668,1992,164.061,538702184448.0
9669,1993,171.134,591946448896.0
9670,1994,167.561,569082576896.0
9671,1995,181.482,620396806144.0
9672,1996,199.583,675112419328.0
9673,1997,212.037,738354659328.0
9674,1998,212.07,773998837760.0
9675,1999,207.858,745796272128.0
9676,2000,229.858,807550844928.0
9677,2001,213.483,753326817280.0
9678,2002,221.148,818938118144.0
9679,2003,236.683,872922415104.0
9680,2004,244.689,957900849152.0
9681,2005,264.769,1046618898432.0
9682,2006,282.267,1128341831680.0
9683,2007,313.578,1191689584640.0
9684,2008,310.532,1213760274432.0
9685,2009,316.319,1155016556544.0
9686,2010,316.036,1276138618880.0
9687,2011,341.862,1403985592320.0
9688,2012,355.883,1441915600896.0
9689,2013,347.153,1510231769088.0
9690,2014,363.866,1570585313280.0
9691,2015,384.33,1637835079680.0
9692,2016,405.305,1498503446528.0
9693,2017,430.22,1610456629248.0
9694,2018,422.569,1655984226304.0
9695,1973,23.194,18306093056.0
9696,1980,29.491,19444525056.0
9697,1981,28.956,19642542080.0
9698,1982,29.501,19846215680.0
9699,1983,29.925,20202502144.0
9700,1984,30.195,19981352960.0
9701,1985,32.542,20045559808.0
9702,1986,35.805,20620066816.0
9703,1987,36.376,21125900288.0
9704,1988,37.188,23051919360.0
9705,1989,37.637,21128380416.0
9706,1990,31.308,21201768448.0
9707,1991,32.638,20437995520.0
9708,1992,31.994,17569984512.0
9709,1993,27.516,18037532672.0
9710,1994,33.443,15091298304.0
9711,1995,33.934,14166411264.0
9712,1996,30.605,13366638592.0
9713,1997,30.556,11996056576.0
9714,1998,32.026,12945862656.0
9715,1999,37.606,15251959808.0
9716,2000,37.466,18299170816.0
9717,2001,32.164,22282608640.0
9718,2002,27.825,26092257280.0
9719,2003,37.566,30907439104.0
9720,2004,46.447,35857412096.0
9721,2005,45.437,41000558592.0
9722,2006,46.874,46020567040.0
9723,2007,46.759,51695423488.0
9724,2008,56.667,60005171200.0
9725,2009,50.17,64415940608.0
9726,2010,57.11,71126122496.0
9727,2011,62.183,82538332160.0
9728,2012,69.137,91657732096.0
9729,2013,70.609,100974903296.0
9730,2014,71.776,111420612608.0
9731,2015,73.695,118607511552.0
9732,2016,73.464,125986217984.0
9733,2017,73.359,134137528320.0
9734,2018,73.252,142391017472.0
9735,1950,0.106,6046325248.0
9736,1951,0.139,5801402368.0
9737,1952,0.143,6162635264.0
9738,1953,0.209,6438134272.0
9739,1954,0.22,6350409728.0
9740,1955,0.264,6765993472.0
9741,1956,0.264,7142696960.0
9742,1957,0.278,7449859072.0
9743,1958,0.293,7495622144.0
9744,1959,0.414,7878386176.0
9745,1960,0.421,8256737280.0
9746,1961,0.406,8166385664.0
9747,1962,0.428,8503809536.0
9748,1963,0.432,9473009664.0
9749,1964,0.491,10192329728.0
9750,1965,0.626,10419503104.0
9751,1966,0.732,11059395584.0
9752,1967,0.809,11659384832.0
9753,1968,0.981,11957811200.0
9754,1969,1.175,13267767296.0
9755,1970,1.443,13464733696.0
9756,1971,1.438,13862208512.0
9757,1972,1.378,13946162176.0
9758,1973,1.176,13879869440.0
9759,1974,1.19,13895201792.0
9760,1975,1.129,13613860864.0
9761,1976,0.985,13704128512.0
9762,1977,0.802,13930048512.0
9763,1978,0.695,13165741056.0
9764,1979,0.671,11725757440.0
9765,1980,0.626,11322223616.0
9766,1981,0.527,11745408000.0
9767,1982,0.545,12712720384.0
9768,1983,0.614,13658978304.0
9769,1984,0.58,12485804032.0
9770,1985,0.617,12751084544.0
9771,1986,0.702,12793401344.0
9772,1987,0.769,13611121664.0
9773,1988,0.863,14591128576.0
9774,1989,0.8,15637284864.0
9775,1990,0.761,16268766208.0
9776,1991,0.78,16538917888.0
9777,1992,0.798,17483616256.0
9778,1993,0.797,18599690240.0
9779,1994,0.708,19993296896.0
9780,1995,0.925,21811142656.0
9781,1996,1.018,23216443392.0
9782,1997,1.062,24283123712.0
9783,1998,1.209,25735383040.0
9784,1999,1.255,27748050944.0
9785,2000,1.361,28839088128.0
9786,2001,1.417,31387265024.0
9787,2002,1.446,33626853376.0
9788,2003,1.513,35593797632.0
9789,2004,1.607,37411397632.0
9790,2005,2.018,40921112576.0
9791,2006,2.383,43572248576.0
9792,2007,2.71,46853861376.0
9793,2008,2.78,51468918784.0
9794,2009,3.0,55303700480.0
9795,2010,3.57,59228536832.0
9796,2011,3.824,62855835648.0
9797,2012,3.627,64257404928.0
9798,2013,3.755,66627399680.0
9799,2014,4.09,70033965056.0
9800,2015,4.526,73613877248.0
9801,2016,4.789,77532053504.0
9802,2017,5.377,81428807680.0
9803,2018,5.631,86584074240.0
9804,1973,530.885,379632582656.0
9805,1980,674.081,423744962560.0
9806,1981,661.011,436799209472.0
9807,1982,673.542,450250866688.0
9808,1983,683.019,469722628096.0
9809,1984,689.041,481090600960.0
9810,1985,743.375,478213668864.0
9811,1986,740.472,480702431232.0
9812,1987,733.866,494152253440.0
9813,1988,727.309,499008438272.0
9814,1989,683.654,519237894144.0
9815,1990,705.83,495935193088.0
9816,1991,632.537,460353470464.0
9817,1992,589.06,421710462976.0
9818,1993,510.2,367893643264.0
9819,1994,419.266,288418693120.0
9820,1995,389.865,257477951488.0
9821,1996,351.409,235602706432.0
9822,1997,340.243,232333279232.0
9823,1998,328.577,231737278464.0
9824,1999,298.178,235148296192.0
9825,2000,285.322,253196058624.0
9826,2001,303.562,281110347776.0
9827,2002,295.674,301087064064.0
9828,2003,306.999,335257370624.0
9829,2004,310.271,381078077440.0
9830,2005,313.067,399366225920.0
9831,2006,332.613,436786692096.0
9832,2007,336.351,480580665344.0
9833,2008,325.536,499592167424.0
9834,2009,277.297,431074443264.0
9835,2010,294.111,439429758976.0
9836,2011,307.956,471221141504.0
9837,2012,303.976,472338530304.0
9838,2013,297.251,472222859264.0
9839,2014,257.511,441258901504.0
9840,2015,223.824,398132477952.0
9841,2016,234.008,407348477952.0
9842,2017,223.087,417634025472.0
9843,2018,231.675,431319908352.0
9844,1959,0.011,3342554112.0
9845,1960,0.011,3684790272.0
9846,1961,0.011,4027034624.0
9847,1962,0.018,4477176832.0
9848,1963,0.022,4936303616.0
9849,1964,0.018,5442472448.0
9850,1965,0.022,5997095424.0
9851,1966,0.026,6609458176.0
9852,1967,0.916,7284736000.0
9853,1968,1.242,8028547072.0
9854,1969,20.507,8853531648.0
9855,1970,15.235,9759055872.0
9856,1971,21.167,11392897024.0
9857,1972,23.435,13298290688.0
9858,1973,30.605,15523947520.0
9859,1974,31.302,20552257536.0
9860,1975,31.045,21211678720.0
9861,1976,39.617,24401131520.0
9862,1977,38.751,28656111616.0
9863,1978,44.754,27984656384.0
9864,1979,36.546,34949636096.0
9865,1980,36.823,44180586496.0
9866,1981,36.767,45416116224.0
9867,1982,36.753,41674108928.0
9868,1983,35.22,39582306304.0
9869,1984,46.156,41273712640.0
9870,1985,49.653,40307253248.0
9871,1986,47.03,31750852608.0
9872,1987,47.45,32884649984.0
9873,1988,48.096,32803829760.0
9874,1989,54.186,36287311872.0
9875,1990,51.704,40641368064.0
9876,1993,65.566,55476445184.0
9877,1994,72.605,64932859904.0
9878,1995,70.012,75357175808.0
9879,1996,72.775,86335651840.0
9880,1997,73.101,101840109568.0
9881,1998,80.683,111460818944.0
9882,1999,77.544,125528113152.0
9883,2000,111.787,153035276288.0
9884,2001,100.591,169106472960.0
9885,2002,83.698,187898953728.0
9886,2003,105.619,221794893824.0
9887,2004,111.802,263839399936.0
9888,2005,114.478,300624052224.0
9889,2006,121.737,359086686208.0
9890,2007,133.264,403039420416.0
9891,2008,153.97,452209115136.0
9892,2009,165.5,465464623104.0
9893,2010,180.622,513346961408.0
9894,2011,192.991,583589888000.0
9895,2012,201.372,623215050752.0
9896,2013,205.758,650352197632.0
9897,2014,201.713,668160032768.0
9898,2015,216.377,691538493440.0
9899,2016,212.344,709426085888.0
9900,2017,214.156,726264709120.0
9901,2018,210.218,734906220544.0
9902,1928,437.64,389190549504.0
9903,1929,460.674,400634773504.0
9904,1930,441.074,397795819520.0
9905,1931,412.212,377346064384.0
9906,1932,395.9,380224995328.0
9907,1933,392.154,391279706112.0
9908,1934,423.204,417147387904.0
9909,1935,429.107,433247780864.0
9910,1936,453.796,452919230464.0
9911,1937,468.131,468681293824.0
9912,1938,448.94,474370080768.0
9913,1941,469.651,575024005120.0
9914,1942,468.9,589318389760.0
9915,1943,454.82,602251395072.0
9916,1944,442.025,578535817216.0
9917,1945,417.624,553149923328.0
9918,1946,436.128,529131962368.0
9919,1947,461.269,521286516736.0
9920,1948,475.563,537800540160.0
9921,1949,485.109,557859471360.0
9922,1950,500.792,554454745088.0
9923,1951,545.253,570992689152.0
9924,1952,528.706,570010304512.0
9925,1953,540.211,592393404416.0
9926,1954,553.01,616540930048.0
9927,1955,576.952,638913806336.0
9928,1956,574.324,646914572288.0
9929,1957,570.714,657223974912.0
9930,1958,556.316,655877079040.0
9931,1959,546.606,682390126592.0
9932,1960,584.02,721686167552.0
9933,1961,588.615,745529212928.0
9934,1962,592.932,753069260800.0
9935,1963,603.386,782013366272.0
9936,1964,607.866,823416717312.0
9937,1965,622.112,844870778880.0
9938,1966,618.075,861009739776.0
9939,1967,592.057,880333291520.0
9940,1968,606.488,916165885952.0
9941,1969,628.383,932854038528.0
9942,1970,652.577,954756366336.0
9943,1971,660.388,975018065920.0
9944,1972,648.026,1009534173184.0
9945,1973,659.577,1077433270272.0
9946,1974,617.184,1062802292736.0
9947,1975,603.247,1061564055552.0
9948,1976,598.526,1085394059264.0
9949,1977,604.362,1108973453312.0
9950,1978,604.714,1148502802432.0
9951,1979,644.513,1180113305600.0
9952,1980,579.035,1160744140800.0
9953,1981,560.555,1145637961728.0
9954,1982,548.24,1163414863872.0
9955,1983,545.485,1204671086592.0
9956,1984,529.108,1234772426752.0
9957,1985,559.627,1278428446720.0
9958,1986,568.554,1334598565888.0
9959,1987,571.668,1398100983808.0
9960,1988,570.294,1467801403392.0
9961,1989,581.576,1499837497344.0
9962,1990,601.945,1505692221440.0
9963,1991,609.413,1487460892672.0
9964,1992,593.846,1491383222272.0
9965,1993,579.613,1527375331328.0
9966,1994,574.017,1585210327040.0
9967,1995,566.159,1623418994688.0
9968,1996,586.761,1663252430848.0
9969,1997,562.708,1713664294912.0
9970,1998,568.544,1766690914304.0
9971,1999,561.65,1822988828672.0
9972,2000,569.034,1889457799168.0
9973,2001,577.971,1939162398720.0
9974,2002,560.273,1983811813376.0
9975,2003,571.619,2050645557248.0
9976,2004,573.43,2100502593536.0
9977,2005,570.338,2160945659904.0
9978,2006,567.846,2212969054208.0
9979,2007,559.566,2267379924992.0
9980,2008,544.932,2251038392320.0
9981,2009,494.108,2151646494720.0
9982,2010,511.905,2190775025664.0
9983,2011,469.713,2221719158784.0
9984,2012,487.477,2250912301056.0
9985,2013,477.611,2293924888576.0
9986,2014,438.807,2363952726016.0
9987,2015,422.461,2415783051264.0
9988,2016,399.43,2460057337856.0
9989,2017,387.367,2506603626496.0
9990,2018,379.73,2540210225152.0
9991,1881,210.193,326883213312.0
9992,1882,235.394,347742863360.0
9993,1883,253.883,356232986624.0
9994,1884,267.59,362653646848.0
9995,1885,272.162,365398851584.0
9996,1886,287.463,376420564992.0
9997,1887,307.381,393366405120.0
9998,1888,373.875,391556464640.0
9999,1889,335.542,415860031488.0
10000,1890,401.747,421879382016.0
10001,1891,427.425,440079351808.0
10002,1892,450.449,482816884736.0
10003,1893,454.095,459473420288.0
10004,1894,425.05,446220992512.0
10005,1895,479.948,500098695168.0
10006,1896,480.882,489991405568.0
10007,1897,500.287,536744984576.0
10008,1898,545.321,547964944384.0
10009,1899,625.534,597660532736.0
10010,1900,662.738,613998133248.0
10011,1901,721.528,683106041856.0
10012,1902,764.496,690126913536.0
10013,1903,894.407,723766345728.0
10014,1904,882.058,714621845504.0
10015,1905,986.482,767532728320.0
10016,1906,1035.471,855994269696.0
10017,1907,1203.861,869070536704.0
10018,1908,1052.813,799355568128.0
10019,1909,1165.706,890110017536.0
10020,1910,1271.582,893975396352.0
10021,1911,1258.667,917451767808.0
10022,1912,1343.566,954787430400.0
10023,1913,1442.542,986598473728.0
10024,1914,1317.98,905134473216.0
10025,1915,1367.697,925041164288.0
10026,1916,1518.981,1046397583360.0
10027,1917,1670.971,1014196338688.0
10028,1918,1747.718,1099047305216.0
10029,1919,1479.159,1102169636864.0
10030,1920,1738.246,1085154983936.0
10031,1921,1423.669,1054213668864.0
10032,1922,1435.758,1105913446400.0
10033,1923,1896.736,1244263743488.0
10034,1924,1698.32,1274653966336.0
10035,1925,1758.185,1296540106752.0
10036,1926,1906.048,1372770926592.0
10037,1927,1862.839,1378144616448.0
10038,1928,1830.965,1385247277056.0
10039,1929,1963.506,1461345452032.0
10040,1930,1744.916,1322627104768.0
10041,1931,1484.959,1237725741056.0
10042,1932,1257.814,1051216969728.0
10043,1933,1348.877,1015524950016.0
10044,1934,1436.239,1100529926144.0
10045,1935,1492.321,1237782364160.0
10046,1936,1713.412,1359902408704.0
10047,1937,1792.61,1462308700160.0
10048,1938,1515.75,1373407805440.0
10049,1939,1670.92,1469481091072.0
10050,1940,1874.985,1592319803392.0
10051,1941,2043.585,1815098687488.0
10052,1942,2198.265,2013171023872.0
10053,1943,2272.059,2203245346816.0
10054,1944,2444.904,2361835651072.0
10055,1945,2359.552,2314667556864.0
10056,1946,2257.494,2103900897280.0
10057,1947,2485.854,2070709141504.0
10058,1948,2582.559,2168923226112.0
10059,1949,2164.862,2126235566080.0
10060,1950,2541.485,2320610099200.0
10061,1951,2618.711,2497407877120.0
10062,1952,2551.219,2590801657856.0
10063,1953,2612.971,2709832597504.0
10064,1954,2489.462,2691885432832.0
10065,1955,2728.512,2882221375488.0
10066,1956,2859.995,2938405388288.0
10067,1957,2835.772,2993553408000.0
10068,1958,2747.108,2963550502912.0
10069,1959,2831.923,3183156920320.0
10070,1960,2897.315,3262376312832.0
10071,1961,2886.873,3338583932928.0
10072,1962,2993.902,3539745112064.0
10073,1963,3126.488,3692868403200.0
10074,1964,3264.313,3906859958272.0
10075,1965,3399.547,4156141076480.0
10076,1966,3571.421,4428300025856.0
10077,1967,3705.461,4538979319808.0
10078,1968,3840.919,4754925682688.0
10079,1969,4035.145,4903769997312.0
10080,1970,4339.686,4912635707392.0
10081,1971,4365.465,5065682190336.0
10082,1972,4573.015,5334296952832.0
10083,1973,4785.048,5637203296256.0
10084,1974,4621.046,5621366128640.0
10085,1975,4478.226,5605795299328.0
10086,1976,4747.762,5899591090176.0
10087,1977,4889.607,6166912434176.0
10088,1978,4941.362,6518624223232.0
10089,1979,5008.579,6740172079104.0
10090,1980,4808.521,6743208230912.0
10091,1981,4686.369,6911865389056.0
10092,1982,4447.256,6782206869504.0
10093,1983,4429.374,7066236747776.0
10094,1984,4662.142,7581108011008.0
10095,1985,4652.58,7874871820288.0
10096,1986,4663.37,8146027806720.0
10097,1987,4825.651,8432566927360.0
10098,1988,5050.476,8787203194880.0
10099,1989,5132.134,9091291283456.0
10100,1990,5122.496,9250378088448.0
10101,1991,5064.987,9243499429888.0
10102,1992,5175.22,9572148314112.0
10103,1993,5274.363,9834941382656.0
10104,1994,5365.579,10232022433792.0
10105,1995,5427.798,10510263123968.0
10106,1996,5616.431,10909166600192.0
10107,1997,5691.865,11398757220352.0
10108,1998,5737.129,11906028929024.0
10109,1999,5810.332,12463818932224.0
10110,2000,6016.351,12973842104320.0
10111,2001,5911.988,13100471287808.0
10112,2002,5952.699,13334491430912.0
10113,2003,6015.804,13708808945664.0
10114,2004,6117.963,14227881328640.0
10115,2005,6137.604,14703731408896.0
10116,2006,6057.163,15095884152832.0
10117,2007,6135.287,15364464312320.0
10118,2008,5918.869,15319731011584.0
10119,2009,5482.978,14894294368256.0
10120,2010,5681.392,15270622003200.0
10121,2011,5546.629,15509302018048.0
10122,2012,5345.454,15849635184640.0
10123,2013,5480.926,16108428984320.0
10124,2014,5528.871,16482662612992.0
10125,2015,5376.578,16902578503680.0
10126,2016,5251.757,17162557194240.0
10127,2017,5210.958,17596283879424.0
10128,2018,5376.657,18140645818368.0
10129,1932,0.076,7876499968.0
10130,1933,0.065,7397488128.0
10131,1934,0.051,8583497216.0
10132,1935,0.051,8904609792.0
10133,1936,0.055,9048309760.0
10134,1937,0.073,9480134656.0
10135,1938,0.076,10292895744.0
10136,1939,0.087,10345967616.0
10137,1940,0.084,9791594496.0
10138,1941,0.087,10382074880.0
10139,1942,0.073,9724380160.0
10140,1943,0.065,9536176128.0
10141,1944,0.094,10936710144.0
10142,1945,0.109,11274858496.0
10143,1946,0.142,12437620736.0
10144,1947,0.145,12285437952.0
10145,1948,0.145,12642480128.0
10146,1949,0.145,14289827840.0
10147,1950,2.454,15392838656.0
10148,1951,2.622,16779657216.0
10149,1952,3.153,16566051840.0
10150,1953,3.505,18339876864.0
10151,1954,3.736,19164760064.0
10152,1955,3.919,19239239680.0
10153,1956,4.022,19651909632.0
10154,1957,4.432,19826464768.0
10155,1958,3.977,19161679872.0
10156,1959,4.388,18587914240.0
10157,1960,4.315,19344195584.0
10158,1961,4.117,19843766272.0
10159,1962,4.007,19483297792.0
10160,1963,4.315,19609227264.0
10161,1964,4.553,19971747840.0
10162,1965,5.516,20193112064.0
10163,1966,5.399,20934246400.0
10164,1967,4.879,20078368768.0
10165,1968,4.878,20416391168.0
10166,1969,5.589,21686388736.0
10167,1970,5.736,22673981440.0
10168,1971,5.802,22418991104.0
10169,1972,6.069,21626066944.0
10170,1973,5.769,22346997760.0
10171,1974,5.677,23205228544.0
10172,1975,5.962,24353171456.0
10173,1976,5.887,25328433152.0
10174,1977,5.64,25767049216.0
10175,1978,5.729,27472250880.0
10176,1979,6.262,29040924672.0
10177,1980,5.819,30899779584.0
10178,1981,5.356,30311264256.0
10179,1982,4.854,28427503616.0
10180,1983,3.804,26751549440.0
10181,1984,3.438,26485440512.0
10182,1985,3.284,26809812992.0
10183,1986,3.165,29182468096.0
10184,1987,3.543,31419944960.0
10185,1988,4.786,31465408512.0
10186,1989,4.853,31821840384.0
10187,1990,3.967,32048549888.0
10188,1991,4.528,33068812288.0
10189,1992,5.143,35598159872.0
10190,1993,4.439,36471103488.0
10191,1994,4.03,39036334080.0
10192,1995,4.557,38399528960.0
10193,1996,5.405,40381657088.0
10194,1997,5.514,42411769856.0
10195,1998,5.639,44280102912.0
10196,1999,6.682,43167539200.0
10197,2000,5.268,42357432320.0
10198,2001,5.03,40598155264.0
10199,2002,4.558,37250879488.0
10200,2003,4.527,37483122688.0
